Prompt,gif_path,Geometry Rating,Prompt Adherence Rating
"a fancy, velvet textured, green couch",GIFs/output-1721.gif,3,3
demon,GIFs/output-1722.gif,3,3
fox,GIFs/output-1723.gif,2,3
rectangular wooden dining table with a smooth brown surface and four sturdy legs,GIFs/output-1724.gif,3,3
big monster zombie with big mouth and arms with 3 eyes,GIFs/output-1725.gif,2,3
floating platform with safety railings,GIFs/output-1726.gif,2,3
"large oak tree with thick brown trunk, spreading branches, and dense green foliage",GIFs/output-1727.gif,1,3
"wooden market stall with canvas awning, wooden counter, and display shelves",GIFs/output-1728.gif,2,3
a small friendly decorative cartoony mini fireplace with some iron partition and some brick parts,GIFs/output-1729.gif,3,3
brown wooden log with rough bark texture and cylindrical shape,GIFs/output-1730.gif,3,3
"low wooden fence with horizontal rails and vertical posts, weathered brown wood",GIFs/output-1731.gif,3,3
humanoid smooth buff man robot with a blue and black texture and a big happy smile,GIFs/output-1732.gif,2,3
burning campfire with orange and yellow flames rising from charred logs,GIFs/output-1733.gif,3,3
wooden picnic table with brown planked surface and attached bench seats,GIFs/output-1734.gif,3,3
wooden dining chair with a straight back and cushioned seat,GIFs/output-1735.gif,3,3
a scythe with extreme gothic vibes,GIFs/output-1736.gif,3,3
a anime purple dagger with high detail and a jagged blade,GIFs/output-1737.gif,3,3
a dome-shaped camping tent with green and gray fabric panels and a zippered entrance,GIFs/output-1738.gif,2,3
friendly cartoon puppy with floppy ears,GIFs/output-1739.gif,2,3
thinking man statue,GIFs/output-1740.gif,3,3
a highly detailed futuristic spaceship with large wings and glowing blue thrusters,GIFs/output-1741.gif,3,3
white painted wooden russian window frame,GIFs/output-1742.gif,1,1
"cartoonish, cute, kid-friendly blue balloon",GIFs/output-1743.gif,1,1
"a simple 3d model of a spring straw hat. made of light woven straw with a wide brim, perfect for sunny weather. decorated with a few delicate spring flowers and a soft pastel ribbon tied around the crown. minimalistic and elegant, with natural textures and warm, soft lighting. without scarf",GIFs/output-1744.gif,2,3
glass display case with wooden frame and multiple shelves for pastries,GIFs/output-1745.gif,3,3
skibidi horror character with lemon head burger body and bloody arms with crazy shawarma legs,GIFs/output-1746.gif,1,2
"decorative flowers with lots of flowers growing in a bunch, stylized, simple mesh and textures, clean and connected",GIFs/output-1747.gif,1,1
"smooth pastel cat ear beanie: a sleek, matte-finish beanie in pastel pink with two smooth, subtly curved cat ears. minimal detail ensures clean lines.",GIFs/output-1748.gif,3,3
wall shelf with stuff on it,GIFs/output-1749.gif,2,3
"small stone cottage with thatched roof, wooden door, and small windows",GIFs/output-1750.gif,2,3
basic alien monster,GIFs/output-1751.gif,1,1
tall pine tree with dark green needles and brown trunk,GIFs/output-1752.gif,2,3
white ceramic coffee cup with handle and matching saucer,GIFs/output-1753.gif,3,3
"hyper-photorealistic, random multicolored flower",GIFs/output-1754.gif,1,2
neat stack of colorful magazines with glossy covers,GIFs/output-1755.gif,2,2
galaxy sword with flame blade,GIFs/output-1756.gif,1,2
a gas station,GIFs/output-1757.gif,2,3
modern electrical panel,GIFs/output-1758.gif,3,3
traditional bamboo fence with vertical bamboo poles tied together with rope,GIFs/output-1759.gif,3,3
muscular man wearing leather apron and holding hammer,GIFs/output-1760.gif,2,2
a surreal creature that is a perfect hybrid between a cat and a shrimp,GIFs/output-1761.gif,3,3
large wooden water wheel with spoked design and dark brown finish,GIFs/output-1762.gif,2,3
purple gravity staff with crystals,GIFs/output-1763.gif,3,3
a small child wearing a simple brown tunic and bare feet with messy brown hair,GIFs/output-1764.gif,3,3
a black world war 2 tactical roblox gas mask,GIFs/output-1765.gif,2,3
rectangular plastic cooler with white body and blue lid,GIFs/output-1766.gif,3,3
person wearing brown apron over white shirt with dark hair in ponytail,GIFs/output-1767.gif,3,3
a futuristic tv based on sci fi and anime,GIFs/output-1768.gif,2,3
chrome metal towel rack with horizontal bars,GIFs/output-1769.gif,3,3
wooden post with multiple directional signs pointing to different locations,GIFs/output-1770.gif,3,3
a lowpoly shotgun,GIFs/output-1771.gif,3,3
abandoned broken rusty car,GIFs/output-1772.gif,2,3
"gingerbread cookie girl with long white hair, red dress",GIFs/output-1773.gif,2,3
"leafless tree, burnt out",GIFs/output-1774.gif,2,3
a flip phone,GIFs/output-1775.gif,1,1
gray plague doctor mask,GIFs/output-1776.gif,2,3
low-poly detailed chest,GIFs/output-1777.gif,3,3
a roller coaster cart,GIFs/output-1778.gif,1,1
super evil balloon,GIFs/output-1779.gif,1,1
mad scientist dog,GIFs/output-1780.gif,2,3
realistic beach hut,GIFs/output-1781.gif,1,2
humanoid ai robot,GIFs/output-1782.gif,3,3
sparkle time fedora,GIFs/output-1783.gif,3,3
high poly and high resulotion fantasy knight character,GIFs/output-1784.gif,2,3
red black sword,GIFs/output-1785.gif,3,3
old man in wheelchair,GIFs/output-1786.gif,1,3
a colt single action army,GIFs/output-1787.gif,3,3
a wild west building,GIFs/output-1788.gif,1,1
one of old those wooden pinhole cameras,GIFs/output-1789.gif,1,2
a yellowish war monster with armor,GIFs/output-1790.gif,2,1
sci-fi skeleton of an armored robot squid kraken with teeth,GIFs/output-1791.gif,2,2
a sci-fi crate with glowing lights,GIFs/output-1792.gif,3,3
giant drilling machine,GIFs/output-1793.gif,2,3
a cartoonish cheeseburger with one patty,GIFs/output-1794.gif,2,3
muscular bunny monster covered in white fur,GIFs/output-1795.gif,2,2
"large diamond-shaped baseball field with grass infield and dirt basepaths, green and brown surface",GIFs/output-1796.gif,2,2
tall hardcover book with green leather binding and gold spine,GIFs/output-1797.gif,2,2
city zoo animal enclosure,GIFs/output-1798.gif,2,2
orc soldier with small head with a dark theme,GIFs/output-1799.gif,1,2
an ornate treasure chest that would fit in an egyptian tomb,GIFs/output-1800.gif,2,3
low-poly military camo netting,GIFs/output-1801.gif,3,2
a blocky ear of corn,GIFs/output-1802.gif,3,1
a modern tactical riffle,GIFs/output-1803.gif,2,3
vending machine filled with spaghetti,GIFs/output-1804.gif,1,3
"young woman in long blue dress with white head covering, carrying wooden bucket, slender build",GIFs/output-1805.gif,2,3
a human robot cat with black metalic body and virtual eyes,GIFs/output-1806.gif,2,1
tall black standing microphone,GIFs/output-1807.gif,3,2
"lemonade stand that has a sign that sas and only says: ""shop""",GIFs/output-1808.gif,2,1
white ceramic cylindrical toothbrush holder,GIFs/output-1809.gif,3,3
a old gladiator mask,GIFs/output-1810.gif,2,2
crystal alien skull,GIFs/output-1811.gif,3,3
a realistic modern desktop computer,GIFs/output-1812.gif,2,3
a brown raft with a sail,GIFs/output-1813.gif,3,2
"shipping container, old",GIFs/output-1814.gif,2,3
industrial drill with handle,GIFs/output-1815.gif,2,3
a bear with a human head,GIFs/output-1816.gif,2,1
black gas mask with tube,GIFs/output-1817.gif,1,1
scarecrow on a wooden stick,GIFs/output-1818.gif,2,2
a scary piranha fish,GIFs/output-1819.gif,1,3
white soviet building,GIFs/output-1820.gif,1,1
realistic trash can,GIFs/output-1821.gif,1,1
"wooden dilapidated house, lots of mold and greenery, broken windows, hole in the roof",GIFs/output-1822.gif,3,3
treasure chest,GIFs/output-1823.gif,2,2
skinny tree,GIFs/output-1824.gif,1,2
A modern sofa with a chaise lounge,GIFs/output-1825.gif,3,3
hammock,GIFs/output-1826.gif,1,2
Wooden bunk bed with a side ladder,GIFs/output-1827.gif,1,2
greek column,GIFs/output-1828.gif,2,3
fireplace,GIFs/output-1829.gif,3,3
mushroom,GIFs/output-1830.gif,2,3
wooden stool,GIFs/output-1831.gif,3,3
ceiling fan,GIFs/output-1832.gif,2,3
toilet,GIFs/output-1833.gif,1,1
"An ornate, black, cast-iron street light with a classic Victorian design, featuring a single, glowing lantern at the top.",GIFs/output-1834.gif,2,3
refrigerator,GIFs/output-1835.gif,2,2
"A sleek, white, dome-shaped security camera with a glowing blue lens",GIFs/output-1836.gif,3,3
"A retro 1980s television with a boxy, wood-paneled frame, two knobs, a small antenna, and a blank, dark screen.",GIFs/output-1837.gif,1,3
cash register,GIFs/output-1838.gif,3,3
"A large, ornate Persian rug with a rich, deep red color, intricate floral patterns",GIFs/output-1839.gif,3,3
"basketball hoop with a white backboard and an orange rim, supported by a tall metal pole connected to a large, black plastic base.",GIFs/output-1840.gif,1,3
fancy hanging crystal chandelier,GIFs/output-1841.gif,2,3
curtains,GIFs/output-1842.gif,2,2
IV stand with bag,GIFs/output-1843.gif,3,1
statue of roman ruler,GIFs/output-1844.gif,1,2
christmas tree with an angel on top,GIFs/output-1845.gif,1,2
cellphone,GIFs/output-1846.gif,1,3
skate ramp,GIFs/output-1847.gif,2,3
robot arm,GIFs/output-1848.gif,3,2
explorer wagon,GIFs/output-1849.gif,3,3
"A heavy-duty sledgehammer with a long, smooth wooden handle and a large, solid steel head.",GIFs/output-1850.gif,3,3
"A long, elegant elven sword with a slender, slightly curved blade, a detailed crossguard with vine-like engravings, and a hilt wrapped in dark leather.",GIFs/output-1851.gif,2,2
opened first aid kit,GIFs/output-1852.gif,2,1
A gnarled wooden wand with a glowing tip.,GIFs/output-1853.gif,3,2
acoustic guitar,GIFs/output-1854.gif,2,3
baseball glove,GIFs/output-1855.gif,1,1
jack o lantern,GIFs/output-1856.gif,1,3
Laser Rifle,GIFs/output-1857.gif,3,3
pistol,GIFs/output-1858.gif,3,3
"An ornate, magical twisted staff topped with the skull of a raven",GIFs/output-1859.gif,1,1
"A rusty, serrated pirate cutlass",GIFs/output-1860.gif,3,3
DSLR camera,GIFs/output-1861.gif,1,3
snare drum,GIFs/output-1862.gif,1,2
"A post-apocalyptic, nail-studded baseball bat",GIFs/output-1863.gif,2,2
stylized cartoon simple flame thrower,GIFs/output-1864.gif,3,2
a katana with engraved handle,GIFs/output-1865.gif,2,2
t-shirt,GIFs/output-1866.gif,3,3
WW2 bomb,GIFs/output-1867.gif,1,2
A long flowing evening gown,GIFs/output-1868.gif,2,2
An elegant and ornate ceremonial dagger with a jewel-encrusted handle and a razor-sharp blade forged from a fallen meteorite,GIFs/output-1869.gif,2,2
leather jacket,GIFs/output-1870.gif,3,3
worn leather duster coat covered in many patches,GIFs/output-1871.gif,2,2
low poly potted cactus,GIFs/output-1872.gif,2,2
a high top basketball shoe,GIFs/output-1873.gif,2,3
cowboy hat,GIFs/output-1874.gif,3,3
A pair of eye glasses,GIFs/output-1875.gif,2,2
"A modern, designer leather purse with a short handle, and a gold buckle.",GIFs/output-1876.gif,3,3
loaf of bread,GIFs/output-1877.gif,3,3
Rugged leather glove with visible stitching.,GIFs/output-1878.gif,1,2
A steel kite shield with a dragon emblem,GIFs/output-1879.gif,2,2
slice of pizza with pepperoni,GIFs/output-1880.gif,1,2
apple,GIFs/output-1881.gif,3,3
sports car,GIFs/output-1882.gif,3,3
city bus,GIFs/output-1883.gif,2,2
bicycle with basket on the front,GIFs/output-1884.gif,1,2
"An old, rusty blue pickup truck with large off-road tires",GIFs/output-1885.gif,3,3
A vintage 1920s luxury car,GIFs/output-1886.gif,1,3
A red cardboard container overflowing with golden french fries.,GIFs/output-1887.gif,2,3
electric smart car,GIFs/output-1888.gif,2,3
"A massive, yellow construction bulldozer with a large front blade, heavy-duty tracks",GIFs/output-1889.gif,2,2
"A massive, weaponized monster truck with oversized, muddy tires, a custom flame paint job",GIFs/output-1890.gif,1,2
airplane,GIFs/output-1891.gif,3,3
hot air balloon,GIFs/output-1892.gif,2,3
"An enormous, six-wheeled arctic exploration vehicle equipped with a large crane, multiple satellite dishes",GIFs/output-1893.gif,1,1
sailboat,GIFs/output-1894.gif,2,3
a low poly stylized submarine,GIFs/output-1895.gif,3,1
helicopter,GIFs/output-1896.gif,2,3
cruise ship,GIFs/output-1897.gif,2,2
pirate ship,GIFs/output-1898.gif,1,2
gear,GIFs/output-1899.gif,3,3
humanoid robot,GIFs/output-1900.gif,3,3
rat,GIFs/output-1901.gif,3,3
gray wolf with thick fur coat,GIFs/output-1902.gif,3,3
car frame,GIFs/output-1903.gif,2,3
lizard,GIFs/output-1904.gif,3,3
puppy with blue collar,GIFs/output-1905.gif,2,2
A cartoony large orange squid with long tentacles,GIFs/output-1906.gif,2,3
t rex,GIFs/output-1907.gif,2,2
Stegosaurus with two rows of bony plates along its back and a spiked tail.,GIFs/output-1908.gif,2,3
Cartoon stylized unicorn,GIFs/output-1909.gif,2,3
Simpified cartoon seagull,GIFs/output-1910.gif,2,3
golden dragon with large wings,GIFs/output-1911.gif,1,2
"Black ant with a segmented body with a distinct head, thorax, and abdomen, and six thin legs",GIFs/output-1912.gif,1,2
house,GIFs/output-1913.gif,2,3
A simple dome tent,GIFs/output-1914.gif,3,3
"A towering, mystical wizard's treehouse built into the branches of a colossal, ancient tree",GIFs/output-1915.gif,1,2
butterfly,GIFs/output-1916.gif,1,1
"A stone castle with tall towers, fortified battlements, and a large wooden drawbridge",GIFs/output-1917.gif,1,1
police station,GIFs/output-1918.gif,1,1
windmill,GIFs/output-1919.gif,1,2
cat,GIFs/output-1920.gif,1,2
knife,GIFs/output-1921.gif,3,3
girl,GIFs/output-1922.gif,2,3
balloon,GIFs/output-1923.gif,3,3
chicken,GIFs/output-1924.gif,2,3
skibidi toilet,GIFs/output-1925.gif,1,1
burger,GIFs/output-1926.gif,2,3
money,GIFs/output-1927.gif,2,1
"A majestic, saber-toothed tiger with massive, curved fangs",GIFs/output-1928.gif,2,2
taco,GIFs/output-1929.gif,2,3
"Blob monster made of green, bubbling slime, with several large eyes",GIFs/output-1930.gif,1,1
zombie,GIFs/output-1931.gif,1,2
"Brutish, green-skinned orc warrior with large tusks, wearing crude iron armor",GIFs/output-1932.gif,2,2
A bulky industrial robot with a single camera eye,GIFs/output-1933.gif,3,3
"A fantasy elf archer with long, pointed ears, wearing a green hooded cloak",GIFs/output-1934.gif,1,1
"A humanoid frog king with smooth, green skin and large, bulbous eyes. He is standing tall, wearing an ornate golden crown and a heavy, royal purple robe",GIFs/output-1935.gif,2,2
A massive werewolf,GIFs/output-1936.gif,2,3
Cyberpunk samurai wearing traditional layered armor that has glowing neon-blue circuits,GIFs/output-1937.gif,1,2
a tall muscular man wearing tight fitting shorts,GIFs/output-1938.gif,2,3
A low poly stylized red panda with a long striped tail,GIFs/output-1939.gif,3,3
watermelon with scary realistic human teeth and eyes,GIFs/output-1940.gif,1,1
"A tall, slender alien with large, insect-like eyes",GIFs/output-1941.gif,3,2
A cowboy crocodile wearing a cowboy hat,GIFs/output-1942.gif,1,1
"a young man with a side swept hair style, wearing tight athletic shorts and a sleeveless top",GIFs/output-1943.gif,3,2
A skeleton warrior,GIFs/output-1944.gif,1,2
A brave knight wearing ornate steel armor and a helmet,GIFs/output-1945.gif,1,3
"cheerful young fairy with large, shimmering butterfly wings",GIFs/output-1946.gif,1,2
"A cool anime swordsman with spiky hair and a long, flowing coat.",GIFs/output-1947.gif,1,2
"A bubbly cartoon mermaid with colorful fins and long, flowing hair.",GIFs/output-1948.gif,1,2
A cute mouse gladiator,GIFs/output-1949.gif,1,1
"A cheerful young witch with a pointy hat, and long black robe",GIFs/output-1950.gif,3,3
A monk,GIFs/output-1951.gif,2,3
A mafia boss,GIFs/output-1952.gif,2,3
A stern-faced judge wearing a layered robe.,GIFs/output-1953.gif,2,2
an evil robot with a shiny metal body and screen for a face,GIFs/output-1954.gif,3,3
Simple shovel,GIFs/output-1955.gif,2,3
Shovel with wooden handle and metallic blade.,GIFs/output-1956.gif,3,2
"Shovel with cylindrical wooden handle, top grip, pointed triangular metal blade.",GIFs/output-1957.gif,3,3
A future soldier in sleek armor.,GIFs/output-1958.gif,2,3
"A grizzled, post-apocalyptic scavenger wearing a patched-up trench coat and a gas mask",GIFs/output-1959.gif,1,2
1/2 human 1/2 dog,GIFs/output-1960.gif,2,1
"A stylized, pink cartoon city bus with rounded edges, large blue-tinted windows, white ""CITY BUS"" text, wavy stripes, small black wheels, and minor details such as headlights, taillights, and roof ridges.",GIFs/output-1961.gif,2,3
"A shovel with a cylindrical wooden handle, a horizontal grip at the top, and a pointed, rounded triangular metallic blade with a central ridge. The blade connects to the handle via a cylindrical metallic sheath.",GIFs/output-1962.gif,2,3
Pink bus with distinct blue-tinted windows.,GIFs/output-1963.gif,3,3
Pink city bus.,GIFs/output-1964.gif,3,3
Sink with stain.,GIFs/output-1965.gif,1,1
"A pink cartoon city bus with rounded edges, blue windows, and minor details.",GIFs/output-1966.gif,2,3
"spaceship freighter, sci-fi, custom model, green and white",GIFs/output-1967.gif,3,3
a anime purple dagger with high detail and a jagged blade,GIFs/output-1968.gif,2,3
a midcentury couch with clean lines and velvet material,GIFs/output-1969.gif,3,3
"Weathered sink with sloped sides, rectangular spout, and stained drain.",GIFs/output-1970.gif,1,1
"A weathered, off-white rectangular pedestal bathroom sink with sloped sides and a square drain, featuring brownish stains, a metallic faucet with cylindrical handles and rectangular spout, and an overall rough, aged appearance.",GIFs/output-1971.gif,3,3
"Rectangular pedestal sink with sloped sides, square drain, brown stains, metallic faucet and aged appearance.",GIFs/output-1972.gif,2,3
realistic statue of holy angel,GIFs/output-1973.gif,1,1
rusty medival greatsword,GIFs/output-1974.gif,2,3
cartoon present box with red ribbon,GIFs/output-1975.gif,3,2
a white fox with wings,GIFs/output-1976.gif,2,2
an armored war minotaur with full black armor,GIFs/output-1977.gif,2,3
A lathe,GIFs/output-1978.gif,3,1
A hydra with five snake-like heads,GIFs/output-1979.gif,1,1
A tiny car with giant wheels,GIFs/output-1980.gif,1,1
Fire hydrant,GIFs/output-1981.gif,2,3
Blocky simple cheeseburger,GIFs/output-1982.gif,3,1
wooden barrel,GIFs/output-1983.gif,3,3
Jetski,GIFs/output-1984.gif,2,3
Birthday cake,GIFs/output-1985.gif,2,3
Vintage heart-shaped key,GIFs/output-1986.gif,2,2
realistic musical keyboard,GIFs/output-1987.gif,2,2
Double decker bus,GIFs/output-1988.gif,2,2
A chair with a rocking base,GIFs/output-1989.gif,3,2
"Bipedal battle mech with thick armor plating, a cannon on its right arm, and a rocket pod",GIFs/output-1990.gif,2,2
Dark fantasy style knight helmet,GIFs/output-1991.gif,2,2
A short oak tree with a thick trunk,GIFs/output-1992.gif,3,3
An armored war minotaur with full black armor and some warcraft fabrics and no weapon,GIFs/output-1993.gif,2,3
Pig in suit wearing sunglasses,GIFs/output-1994.gif,1,1
A cartoon style alien,GIFs/output-1995.gif,2,3
A large standing bear with big claws,GIFs/output-1996.gif,2,3
A pirate queen,GIFs/output-1997.gif,1,2
Carnivorous plant,GIFs/output-1998.gif,1,3
a unicorn with a rainbow mane and tail,GIFs/output-1999.gif,2,3
A fast car with rear-end spoiler,GIFs/output-2000.gif,2,2
a green crystal blade fantasy sword with gold accents,GIFs/output-2001.gif,3,3
a red buggy with knobby tires,GIFs/output-2002.gif,1,3
a vintage green couch with clean lines and velvet material,GIFs/output-2003.gif,3,3
a brown moto leather jacket,GIFs/output-2004.gif,3,3
a cartoon whale,GIFs/output-2005.gif,2,2
"A cute cartoonish stylized Godzilla with exagerated features such as large eyes, a rounded body small arms and playful expression.",GIFs/output-2006.gif,2,3
A sleek red fox with a bushy tail and pointed ears.,GIFs/output-2007.gif,2,3
"A medium-sized Japanese maple tree with a twisting trunk, vibrant red leaves, and a graceful branching structure, providing shade and beauty.",GIFs/output-2008.gif,2,2
"A traditional Japanese market stall with a wooden frame, a thatched roof, and shelves displaying an assortment of colorful goods and wares.",GIFs/output-2009.gif,1,1
"A tall, multi-tiered pagoda with a square base, curved roofs on each tier, and intricate wooden details, painted in red and black with snow-covered edges.",GIFs/output-2010.gif,2,3
"A sleek modern snowmobile with a streamlined design, featuring a glossy black and red body, skis in the front, and a continuous track at the rear.",GIFs/output-2011.gif,2,2
"A brown horse with a shiny coat, a long black mane, and a tail. It is standing upright with its legs slightly apart.",GIFs/output-2012.gif,3,3
"A tall wooden watchtower with a square base, a platform at the top, and a roof supported by wooden beams.",GIFs/output-2013.gif,2,2
"A colorful glass cake display featuring exaggerated cartoony desserts like oversized cupcakes and bright, multi-layered cakes.",GIFs/output-2014.gif,2,2
"A large triangular tent made of beige fabric, supported by wooden poles and ropes.",GIFs/output-2015.gif,3,3
"A classical wooden bookshelf with intricate carved details on its edges, a rich dark brown finish, and multiple evenly spaced shelves for books and decorative items.",GIFs/output-2016.gif,2,2
"a circular stone fountain with a central sculpted statue, water flowing from multiple spouts, and a shallow pool at the base.",GIFs/output-2017.gif,1,2
"A tall desert palm tree with a straight, textured trunk and a crown of long, arching green fronds, providing shade in the desert.",GIFs/output-2018.gif,2,3
"a wooden cart with two large wheels and a flatbed, loaded with sacks of grain and other goods, ideal for transporting items.",GIFs/output-2019.gif,1,2
"a traditional Roman stone building with large rectangular columns, intricate carvings, and a triangular pediment at the top.",GIFs/output-2020.gif,1,2
"A small traditional Japanese wooden house with a sloped roof, sliding doors, and simple yet elegant architectural details, embodying a rustic charm.",GIFs/output-2021.gif,1,2
skinny tree,GIFs/output-2022.gif,2,2
hammock,GIFs/output-2023.gif,2,2
fireplace,GIFs/output-2024.gif,3,3
Wooden bunk bed with a side ladder,GIFs/output-2025.gif,2,3
greek column,GIFs/output-2026.gif,3,3
ceiling fan,GIFs/output-2027.gif,3,3
fancy hanging crystal chandelier,GIFs/output-2028.gif,2,3
wooden stool,GIFs/output-2029.gif,3,3
mushroom,GIFs/output-2030.gif,3,3
A modern sofa with a chaise lounge,GIFs/output-2031.gif,3,3
"An ornate, black, cast-iron street light with a classic Victorian design, featuring a single, glowing lantern at the top.",GIFs/output-2032.gif,3,3
toilet,GIFs/output-2033.gif,3,3
"A retro 1980s television with a boxy, wood-paneled frame, two knobs, a small antenna, and a blank, dark screen.",GIFs/output-2034.gif,2,3
cash register,GIFs/output-2035.gif,3,3
treasure chest,GIFs/output-2036.gif,3,3
curtains,GIFs/output-2037.gif,3,3
refrigerator,GIFs/output-2038.gif,3,3
"basketball hoop with a white backboard and an orange rim, supported by a tall metal pole connected to a large, black plastic base.",GIFs/output-2039.gif,1,3
statue of roman ruler,GIFs/output-2040.gif,2,2
"A large, ornate Persian rug with a rich, deep red color, intricate floral patterns",GIFs/output-2041.gif,3,3
christmas tree with an angel on top,GIFs/output-2042.gif,1,2
skate ramp,GIFs/output-2043.gif,3,3
"A sleek, white, dome-shaped security camera with a glowing blue lens",GIFs/output-2044.gif,1,2
robot arm,GIFs/output-2045.gif,3,3
IV stand with bag,GIFs/output-2046.gif,2,2
cellphone,GIFs/output-2047.gif,2,3
jack o lantern,GIFs/output-2048.gif,3,3
acoustic guitar,GIFs/output-2049.gif,2,3
DSLR camera,GIFs/output-2050.gif,2,3
"A heavy-duty sledgehammer with a long, smooth wooden handle and a large, solid steel head.",GIFs/output-2051.gif,1,1
explorer wagon,GIFs/output-2052.gif,2,3
opened first aid kit,GIFs/output-2053.gif,3,3
"A long, elegant elven sword with a slender, slightly curved blade, a detailed crossguard with vine-like engravings, and a hilt wrapped in dark leather.",GIFs/output-2054.gif,3,3
pistol,GIFs/output-2055.gif,2,3
snare drum,GIFs/output-2056.gif,1,3
baseball glove,GIFs/output-2057.gif,2,3
"An ornate, magical twisted staff topped with the skull of a raven",GIFs/output-2058.gif,2,3
A gnarled wooden wand with a glowing tip.,GIFs/output-2059.gif,3,3
Laser Rifle,GIFs/output-2060.gif,3,3
"A rusty, serrated pirate cutlass",GIFs/output-2061.gif,3,3
a katana with engraved handle,GIFs/output-2062.gif,3,3
stylized cartoon simple flame thrower,GIFs/output-2063.gif,2,2
An elegant and ornate ceremonial dagger with a jewel-encrusted handle and a razor-sharp blade forged from a fallen meteorite,GIFs/output-2064.gif,2,2
worn leather duster coat covered in many patches,GIFs/output-2065.gif,1,2
A long flowing evening gown,GIFs/output-2066.gif,3,3
WW2 bomb,GIFs/output-2067.gif,3,2
t-shirt,GIFs/output-2068.gif,3,3
"A post-apocalyptic, nail-studded baseball bat",GIFs/output-2069.gif,3,2
A pair of eye glasses,GIFs/output-2070.gif,3,3
low poly potted cactus,GIFs/output-2071.gif,3,3
cowboy hat,GIFs/output-2072.gif,3,3
leather jacket,GIFs/output-2073.gif,2,3
"A modern, designer leather purse with a short handle, and a gold buckle.",GIFs/output-2074.gif,3,3
slice of pizza with pepperoni,GIFs/output-2075.gif,3,3
A steel kite shield with a dragon emblem,GIFs/output-2076.gif,1,2
a high top basketball shoe,GIFs/output-2077.gif,2,3
Rugged leather glove with visible stitching.,GIFs/output-2078.gif,2,2
loaf of bread,GIFs/output-2079.gif,2,3
sports car,GIFs/output-2080.gif,2,3
apple,GIFs/output-2081.gif,3,3
electric smart car,GIFs/output-2082.gif,2,3
city bus,GIFs/output-2083.gif,2,3
A red cardboard container overflowing with golden french fries.,GIFs/output-2084.gif,2,3
A vintage 1920s luxury car,GIFs/output-2085.gif,2,3
bicycle with basket on the front,GIFs/output-2086.gif,1,3
"An old, rusty blue pickup truck with large off-road tires",GIFs/output-2087.gif,3,3
helicopter,GIFs/output-2088.gif,2,3
airplane,GIFs/output-2089.gif,2,3
"A massive, yellow construction bulldozer with a large front blade, heavy-duty tracks",GIFs/output-2090.gif,2,3
"An enormous, six-wheeled arctic exploration vehicle equipped with a large crane, multiple satellite dishes",GIFs/output-2091.gif,2,3
sailboat,GIFs/output-2092.gif,2,3
hot air balloon,GIFs/output-2093.gif,2,3
"A massive, weaponized monster truck with oversized, muddy tires, a custom flame paint job",GIFs/output-2094.gif,1,3
a low poly stylized submarine,GIFs/output-2095.gif,3,3
cruise ship,GIFs/output-2096.gif,1,3
pirate ship,GIFs/output-2097.gif,1,3
humanoid robot,GIFs/output-2098.gif,2,3
car frame,GIFs/output-2099.gif,2,2
gray wolf with thick fur coat,GIFs/output-2100.gif,1,2
rat,GIFs/output-2101.gif,2,2
puppy with blue collar,GIFs/output-2102.gif,3,3
A cartoony large orange squid with long tentacles,GIFs/output-2103.gif,2,3
lizard,GIFs/output-2104.gif,3,2
gear,GIFs/output-2105.gif,3,3
butterfly,GIFs/output-2106.gif,1,3
Simpified cartoon seagull,GIFs/output-2107.gif,3,3
"Black ant with a segmented body with a distinct head, thorax, and abdomen, and six thin legs",GIFs/output-2108.gif,2,3
golden dragon with large wings,GIFs/output-2109.gif,2,3
t rex,GIFs/output-2110.gif,3,3
Stegosaurus with two rows of bony plates along its back and a spiked tail.,GIFs/output-2111.gif,2,2
Cartoon stylized unicorn,GIFs/output-2112.gif,1,2
house,GIFs/output-2113.gif,3,3
windmill,GIFs/output-2114.gif,2,3
A simple dome tent,GIFs/output-2115.gif,3,3
"A stone castle with tall towers, fortified battlements, and a large wooden drawbridge",GIFs/output-2116.gif,2,3
police station,GIFs/output-2117.gif,3,3
girl,GIFs/output-2118.gif,2,3
cat,GIFs/output-2119.gif,2,3
taco,GIFs/output-2120.gif,3,3
"A towering, mystical wizard's treehouse built into the branches of a colossal, ancient tree",GIFs/output-2121.gif,1,3
money,GIFs/output-2122.gif,2,2
chicken,GIFs/output-2123.gif,3,3
burger,GIFs/output-2124.gif,3,3
skibidi toilet,GIFs/output-2125.gif,3,3
knife,GIFs/output-2126.gif,3,3
balloon,GIFs/output-2127.gif,2,3
A bulky industrial robot with a single camera eye,GIFs/output-2128.gif,3,3
zombie,GIFs/output-2129.gif,3,3
"A majestic, saber-toothed tiger with massive, curved fangs",GIFs/output-2130.gif,1,2
"A fantasy elf archer with long, pointed ears, wearing a green hooded cloak",GIFs/output-2131.gif,3,3
Cyberpunk samurai wearing traditional layered armor that has glowing neon-blue circuits,GIFs/output-2132.gif,2,3
"Blob monster made of green, bubbling slime, with several large eyes",GIFs/output-2133.gif,3,3
"A humanoid frog king with smooth, green skin and large, bulbous eyes. He is standing tall, wearing an ornate golden crown and a heavy, royal purple robe",GIFs/output-2134.gif,2,3
"Brutish, green-skinned orc warrior with large tusks, wearing crude iron armor",GIFs/output-2135.gif,2,3
A massive werewolf,GIFs/output-2136.gif,1,3
